rank,name_russian,name_english,name_original,film_url,country,production_year,soviet_release_year,viewers_total,avg_ticket_price_rub,box_office_rubles
168,Каменная свадьба,,,https://www.kino-teatr.ru/kino/movie/euro/84532/annot/,Румыния,1972,1976,2100000,0.46,966000.00
169,Человек уходит за птицами,,,https://www.kino-teatr.ru/kino/movie/sov/7789/annot/,,1975,1976,2100000,0.46,966000.00
170,Кто сидит в яйце?,,,https://www.kino-teatr.ru/kino/movie/euro/127932/annot/,Венгрия,1974,1976,2000000,0.46,920000.00
171,Лето,,,https://www.kino-teatr.ru/kino/movie/sov/15298/annot/,,1976,1976,2000000,0.46,920000.00
172,Из моего детства,,,https://www.kino-teatr.ru/kino/movie/euro/92062/annot/,ГДР,1975,1976,1900000,0.46,874000.00
173,Маяковский смеется,,,https://www.kino-teatr.ru/kino/movie/sov/3784/annot/,,1975,1976,1800000,0.46,828000.00
174,Яблоко в реке,,,https://www.kino-teatr.ru/kino/movie/sov/8209/annot/,,1974,1976,1600000,0.46,736000.00
175,Школа господина Мауруса,,,https://www.kino-teatr.ru/kino/movie/sov/8002/annot/,,1975,1976,1500000,0.46,690000.00
176,Анна Каренина,,,https://www.kino-teatr.ru/kino/movie/sov/10060/annot/,,1974,1976,1400000,0.46,644000.00
177,Цветы для Оли,,,https://www.kino-teatr.ru/kino/movie/sov/7689/annot/,,1976,1976,1300000,0.46,598000.00
178,На венгерской равнине,,,https://www.kino-teatr.ru/kino/movie/euro/169249/annot/,Венгрия,1973,1976,1200000,0.46,552000.00
179,Муравейник,,,https://www.kino-teatr.ru/kino/movie/euro/155351/annot/,Венгрия,1971,1976,1100000,0.46,506000.00
180,Рыжий самолет,,,https://www.kino-teatr.ru/kino/movie/sov/10901/annot/,,1975,1976,1000000,0.46,460000.00
181,Вода наша насущная,,,https://www.kino-teatr.ru/kino/movie/sov/13954/annot/,,1975,1976,700000,0.46,322000.00
182,Красное и чёрное,,,https://www.kino-teatr.ru/kino/movie/sov/3243/annot/,,1976,1976,100000,0.46,46000.00
1,Служебный роман,,,https://www.kino-teatr.ru/kino/movie/sov/6527/annot/,,1977,1977,58400000,0.47,27448000.00
2,Судьба,,,https://www.kino-teatr.ru/kino/movie/sov/6871/annot/,,1977,1977,57800000,0.47,27166000.00
3,Несовершеннолетние,,,https://www.kino-teatr.ru/kino/movie/sov/4439/annot/,,1976,1977,44600000,0.47,20962000.00
4,Безотцовщина,,,https://www.kino-teatr.ru/kino/movie/sov/450/annot/,,1976,1977,43000000,0.47,20210000.00
5,"Ты - мне, я - тебе",,,https://www.kino-teatr.ru/kino/movie/sov/7329/annot/,,1976,1977,41600000,0.47,19552000.00
6,Золотое путешествие Синдбада,,,https://www.kino-teatr.ru/kino/movie/hollywood/35201/annot/,США,1974,1977,37800000,0.47,17766000.00
7,"Аты-баты, шли солдаты...",,,https://www.kino-teatr.ru/kino/movie/sov/313/annot/,,1976,1977,35800000,0.47,16826000.00
8,Картуш,,,https://www.kino-teatr.ru/kino/movie/euro/21132/annot/,Франция,1961,1977,34900000,0.47,16403000.00
9,Розыгрыш,,,https://www.kino-teatr.ru/kino/movie/sov/6046/annot/,,1976,1977,33800000,0.47,15886000.00
10,Лихорадка на белой полосе,,,https://www.kino-teatr.ru/kino/movie/hollywood/48473/annot/,США,1975,1977,31500000,0.47,14805000.00
11,Сладкая женщина,,,https://www.kino-teatr.ru/kino/movie/sov/6494/annot/,,1976,1977,31300000,0.47,14711000.00
12,Солдаты свободы,,,https://www.kino-teatr.ru/kino/movie/euro/6636/annot/,СССР,1976,1977,30800000,0.47,14476000.00
13,Старое ружьё,,,https://www.kino-teatr.ru/kino/movie/euro/31791/annot/,Франция,1975,1977,30400000,0.47,14288000.00
14,Братья по крови,,,https://www.kino-teatr.ru/kino/movie/euro/18134/annot/,ГДР,1975,1977,28700000,0.47,13489000.00
15,Белый Бим Чёрное ухо,,,https://www.kino-teatr.ru/kino/movie/sov/487/annot/,,1976,1977,23100000,0.47,10857000.00
16,«Сто грамм» для храбрости (киноальманах),,,https://www.kino-teatr.ru/kino/movie/sov/6804/annot/,,1976,1977,22600000,0.47,10622000.00
17,Слово для защиты,,,https://www.kino-teatr.ru/kino/movie/sov/6518/annot/,,1976,1977,20500000,0.47,9635000.00
18,Тревожный месяц вересень,,,https://www.kino-teatr.ru/kino/movie/sov/7224/annot/,,1976,1977,20300000,0.47,9541000.00
19,Подранки,,,https://www.kino-teatr.ru/kino/movie/sov/5287/annot/,,1976,1977,20300000,0.47,9541000.00
20,По волчьему следу,,,https://www.kino-teatr.ru/kino/movie/sov/5174/annot/,,1976,1977,20200000,0.47,9494000.00
21,Меня это не касается,,,https://www.kino-teatr.ru/kino/movie/sov/3826/annot/,,1976,1977,20000000,0.47,9400000.00
22,Золотая речка,,,https://www.kino-teatr.ru/kino/movie/sov/2532/annot/,,1976,1977,19000000,0.47,8930000.00
23,Быть лишним,,,https://www.kino-teatr.ru/kino/movie/sov/699/annot/,,1976,1977,18600000,0.47,8742000.00
24,Весенний призыв,,,https://www.kino-teatr.ru/kino/movie/sov/904/annot/,,1976,1977,18400000,0.47,8648000.00
25,Центровой из поднебесья,,,https://www.kino-teatr.ru/kino/movie/sov/7711/annot/,,1975,1977,17800000,0.47,8366000.00
26,Сказание о Сиявуше,,,https://www.kino-teatr.ru/kino/movie/sov/6457/annot/,,1976,1977,17100000,0.47,8037000.00
27,"Прощай, полицейский",,,https://www.kino-teatr.ru/kino/movie/euro/55595/annot/,Франция,1975,1977,16300000,0.47,7661000.00
28,Ключ без права передачи,,,https://www.kino-teatr.ru/kino/movie/sov/3008/annot/,,1976,1977,16300000,0.47,7661000.00
29,Кадкина всякий знает,,,https://www.kino-teatr.ru/kino/movie/sov/2819/annot/,,1976,1977,15500000,0.47,7285000.00
30,Бегущий человек,,,https://www.kino-teatr.ru/kino/movie/euro/42630/annot/,Великобритания,1962,1977,15300000,0.47,7191000.00
31,Бешеное золото,,,https://www.kino-teatr.ru/kino/movie/sov/536/annot/,,1976,1977,15100000,0.47,7097000.00
32,Доктор Франсуаза Гайан,,,https://www.kino-teatr.ru/kino/movie/euro/77659/annot/,Франция,1975,1977,14900000,0.47,7003000.00
33,Мелодии белой ночи,,,https://www.kino-teatr.ru/kino/movie/sov/3808/annot/,СССР,1976,1977,14500000,0.47,6815000.00
34,Соната над озером,,,https://www.kino-teatr.ru/kino/movie/sov/6665/annot/,,1976,1977,14100000,0.47,6627000.00
35,Поездка,,,https://www.kino-teatr.ru/kino/movie/euro/27810/annot/,Италия,1974,1977,14000000,0.47,6580000.00
36,Всего одна ночь,,,https://www.kino-teatr.ru/kino/movie/sov/1241/annot/,,1976,1977,13800000,0.47,6486000.00
37,Жизнь и смерть Фердинанда Люса,,,https://www.kino-teatr.ru/kino/movie/sov/2248/annot/,,1976,1977,13500000,0.47,6345000.00
38,В сетях мафии,,,https://www.kino-teatr.ru/kino/movie/euro/23460/annot/,Франция,1975,1977,13300000,0.47,6251000.00
39,Собственное мнение,,,https://www.kino-teatr.ru/kino/movie/sov/6603/annot/,,1977,1977,13100000,0.47,6157000.00
40,Это случилось в праздник,,,https://www.kino-teatr.ru/kino/movie/euro/47579/annot/,Франция,1975,1977,12500000,0.47,5875000.00
41,Вдовы,,,https://www.kino-teatr.ru/kino/movie/sov/840/annot/,,1976,1977,12100000,0.47,5687000.00
42,Развлечение для старичков,,,https://www.kino-teatr.ru/kino/movie/sov/5918/annot/,,1976,1977,11900000,0.47,5593000.00
43,Мой друг - человек несерьёзный,,,https://www.kino-teatr.ru/kino/movie/sov/8650/annot/,,1975,1977,11700000,0.47,5499000.00
44,Долги наши,,,https://www.kino-teatr.ru/kino/movie/sov/1926/annot/,,1976,1977,11500000,0.47,5405000.00
45,"Отпуск, который не состоялся",,,https://www.kino-teatr.ru/kino/movie/sov/4889/annot/,,1976,1977,11000000,0.47,5170000.00
46,Восхождение,,,https://www.kino-teatr.ru/kino/movie/sov/1150/annot/,,1976,1977,10700000,0.47,5029000.00
47,Золотая лихорадка,,,https://www.kino-teatr.ru/kino/movie/hollywood/19580/annot/,США,1925,1977,10600000,0.47,4982000.00
48,Стажёр,,,https://www.kino-teatr.ru/kino/movie/sov/6738/annot/,,1976,1977,10300000,0.47,4841000.00
49,Подсадная утка,,,https://www.kino-teatr.ru/kino/movie/euro/137605/annot/,Болгария,1973,1977,9800000,0.47,4606000.00
50,Вопрос чести,,,https://www.kino-teatr.ru/kino/movie/euro/60061/annot/,Италия,1965,1977,9700000,0.47,4559000.00
51,Кафе «Изотоп»,,,https://www.kino-teatr.ru/kino/movie/sov/2959/annot/,,1977,1977,9600000,0.47,4512000.00
52,Вы мне писали...,,,https://www.kino-teatr.ru/kino/movie/sov/1284/annot/,,1976,1977,9600000,0.47,4512000.00
53,Мы так любили друг друга,,,https://www.kino-teatr.ru/kino/movie/euro/25934/annot/,Италия,1974,1977,9400000,0.47,4418000.00
54,Сентиментальный роман,,,https://www.kino-teatr.ru/kino/movie/sov/6378/annot/,,1976,1977,9200000,0.47,4324000.00
55,Бессмертные,,,https://www.kino-teatr.ru/kino/movie/euro/60268/annot/,Румыния,1974,1977,9000000,0.47,4230000.00
56,Живущие свободными,,,https://www.kino-teatr.ru/kino/movie/hollywood/38939/annot/,Великобритания,1971,1977,8700000,0.47,4089000.00
57,Степанова памятка,,,https://www.kino-teatr.ru/kino/movie/sov/6793/annot/,,1976,1977,8600000,0.47,4042000.00
58,"Длинное, длинное дело",,,https://www.kino-teatr.ru/kino/movie/sov/1858/annot/,,1976,1977,8600000,0.47,4042000.00
59,Колыбельная для мужчин,,,https://www.kino-teatr.ru/kino/movie/sov/3084/annot/,,1976,1977,8500000,0.47,3995000.00
60,Полковник в отставке,,,https://www.kino-teatr.ru/kino/movie/sov/5364/annot/,,1975,1977,8400000,0.47,3948000.00
61,Принцесса на горошине,,,https://www.kino-teatr.ru/kino/movie/sov/5687/annot/,,1976,1977,8300000,0.47,3901000.00
62,Улан,,,https://www.kino-teatr.ru/kino/movie/sov/7442/annot/,,1977,1977,8200000,0.47,3854000.00
63,Солти,,,https://www.kino-teatr.ru/kino/movie/hollywood/172027/annot/,США,1973,1977,8100000,0.47,3807000.00
64,Миллион за Лауру,,,https://www.kino-teatr.ru/kino/movie/euro/97480/annot/,Польша,1971,1977,8000000,0.47,3760000.00
65,Мулен Руж,,,https://www.kino-teatr.ru/kino/movie/euro/28631/annot/,Великобритания,1952,1977,8000000,0.47,3760000.00
66,Бенджи,,,https://www.kino-teatr.ru/kino/movie/hollywood/44229/annot/,США,1974,1977,7600000,0.47,3572000.00
67,Об убийстве - на первую полосу,,,https://www.kino-teatr.ru/kino/movie/euro/50559/annot/,Италия,1972,1977,7500000,0.47,3525000.00
68,Третья сторона медали,,,https://www.kino-teatr.ru/kino/movie/sov/7242/annot/,,1976,1977,7400000,0.47,3478000.00
69,Семейная мелодрама,,,https://www.kino-teatr.ru/kino/movie/sov/6333/annot/,,1976,1977,7200000,0.47,3384000.00
70,Огни рампы,,,https://www.kino-teatr.ru/kino/movie/hollywood/17495/annot/,США,1952,1977,6400000,0.47,3008000.00
71,В тени меча,,,https://www.kino-teatr.ru/kino/movie/sov/13987/annot/,,1976,1977,6400000,0.47,3008000.00
72,Иван и Коломбина,,,https://www.kino-teatr.ru/kino/movie/sov/2610/annot/,,1975,1977,6400000,0.47,3008000.00
73,"Ты, песня моя",,,https://www.kino-teatr.ru/kino/movie/sov/12061/annot/,,1975,1977,6200000,0.47,2914000.00
74,Горянка,,,https://www.kino-teatr.ru/kino/movie/sov/14408/annot/,,1975,1977,6000000,0.47,2820000.00
75,"Рача, любовь моя",,,https://www.kino-teatr.ru/kino/movie/euro/14934/annot/,СССР,1977,1977,5800000,0.47,2726000.00
76,Так начиналась легенда,,,https://www.kino-teatr.ru/kino/movie/sov/7015/annot/,,1976,1977,5800000,0.47,2726000.00
77,Неоконченная пьеса для механического пианино,,,https://www.kino-teatr.ru/kino/movie/sov/4414/annot/,,1977,1977,5800000,0.47,2726000.00
78,Свет погасших костров,,,https://www.kino-teatr.ru/kino/movie/sov/11500/annot/,,1975,1977,5700000,0.47,2679000.00
79,История мёртвого человека,,,https://www.kino-teatr.ru/kino/movie/euro/110378/annot/,Чехословакия,1974,1977,5600000,0.47,2632000.00
80,"Солнце, снова солнце",,,https://www.kino-teatr.ru/kino/movie/sov/6650/annot/,,1976,1977,5600000,0.47,2632000.00
81,Цену смерти спроси у мертвых,,,https://www.kino-teatr.ru/kino/movie/sov/7712/annot/,,1977,1977,5600000,0.47,2632000.00
82,"Додумался, поздравляю!",,,https://www.kino-teatr.ru/kino/movie/sov/1905/annot/,,1976,1977,5600000,0.47,2632000.00
83,Двадцать дней без войны,,,https://www.kino-teatr.ru/kino/movie/sov/1638/annot/,,1976,1977,5500000,0.47,2585000.00
84,Пока бьют часы,,,https://www.kino-teatr.ru/kino/movie/sov/5327/annot/,,1976,1977,5400000,0.47,2538000.00
